"Points:0","Points:1","Points:2","U:0","U:1","U:2","k","nut","omega","p","pointDisplacement:0","pointDisplacement:1","pointDisplacement:2"
0.49179,0.012936,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49186,0.013778,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49194,0.01461,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49203,0.01543,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49211,0.01624,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4922,0.017037,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4923,0.017823,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4924,0.018597,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4925,0.019359,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4926,0.020108,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49271,0.020845,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49282,0.021569,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49294,0.02228,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49306,0.022977,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49318,0.023661,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49331,0.024332,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49343,0.024988,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49357,0.02563,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4937,0.026258,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49384,0.026871,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49398,0.02747,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49413,0.028053,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49428,0.028622,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49443,0.029174,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49458,0.029712,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49474,0.030233,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4949,0.030738,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49506,0.031227,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49523,0.031699,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4954,0.032155,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49557,0.032593,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49575,0.033015,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49592,0.033419,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4961,0.033805,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49629,0.034174,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49647,0.034524,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49666,0.034857,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49685,0.03517,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49705,0.035465,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49724,0.035742,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49744,0.035999,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49765,0.036236,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49785,0.036455,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49806,0.036653,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49827,0.036831,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49848,0.036989,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4987,0.037127,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49892,0.037244,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49914,0.03734,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49937,0.037416,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49962,0.037469,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
